Description,Scenario,AgentType,Difficulty,TimeToComplete,Strategy,Challenging,GeneralComments,Age,Gender,Occupation,ComputerUsage,DominantHand,EnglishAsFirst,ExpWithRobots,ExpWithRCCars,ExpWithFPS,ExpWithRTS,ExpWithRobotComments,InternalUserID
Pick up the furthest left orange block.,Configuration_10_v1.png,robot,2,0:00:33.088835,After a few rounds I started using the other colored blocks to help me describe the location of the arrow block. Sometimes the specific block was much closer or further than others of the same color and that helped.,The overall task was pretty difficult. I found the most challenging part to be when there were many blocks of the same color that I had to instruct the robot to pick up.,This was hard at times but I had a lot of fun. I feel the study itself was very well designed.,26,female,Pharmacy Technician,>20,Right,1,1,3,5,6,"No, I haven't encountered robots in person yet.",908
There are 3 blue blocks in front of you and 2 blue blocks further away. Pick left blue block that is furthest.,Configuration_12_v1.png,robot,2,0:00:32.321600,After a few rounds I started using the other colored blocks to help me describe the location of the arrow block. Sometimes the specific block was much closer or further than others of the same color and that helped.,The overall task was pretty difficult. I found the most challenging part to be when there were many blocks of the same color that I had to instruct the robot to pick up.,This was hard at times but I had a lot of fun. I feel the study itself was very well designed.,26,female,Pharmacy Technician,>20,Right,1,1,3,5,6,"No, I haven't encountered robots in person yet.",908
Pick up the nearest green block.,Configuration_9_v2.png,robot,4,0:00:08.048736,After a few rounds I started using the other colored blocks to help me describe the location of the arrow block. Sometimes the specific block was much closer or further than others of the same color and that helped.,The overall task was pretty difficult. I found the most challenging part to be when there were many blocks of the same color that I had to instruct the robot to pick up.,This was hard at times but I had a lot of fun. I feel the study itself was very well designed.,26,female,Pharmacy Technician,>20,Right,1,1,3,5,6,"No, I haven't encountered robots in person yet.",908
There is one yellow block furthest away with two in front of it. Pick up the right one in front.,Configuration_4_v1.png,robot,1,0:00:28.461989,After a few rounds I started using the other colored blocks to help me describe the location of the arrow block. Sometimes the specific block was much closer or further than others of the same color and that helped.,The overall task was pretty difficult. I found the most challenging part to be when there were many blocks of the same color that I had to instruct the robot to pick up.,This was hard at times but I had a lot of fun. I feel the study itself was very well designed.,26,female,Pharmacy Technician,>20,Right,1,1,3,5,6,"No, I haven't encountered robots in person yet.",908
There are four green blocks in front of you followed by three green blocks. Pick up the middle of the three.,Configuration_8_v1.png,robot,2,0:00:38.706870,After a few rounds I started using the other colored blocks to help me describe the location of the arrow block. Sometimes the specific block was much closer or further than others of the same color and that helped.,The overall task was pretty difficult. I found the most challenging part to be when there were many blocks of the same color that I had to instruct the robot to pick up.,This was hard at times but I had a lot of fun. I feel the study itself was very well designed.,26,female,Pharmacy Technician,>20,Right,1,1,3,5,6,"No, I haven't encountered robots in person yet.",908
Pick up the furthest orange block.,Configuration_5_v1.png,robot,3,0:00:13.742605,After a few rounds I started using the other colored blocks to help me describe the location of the arrow block. Sometimes the specific block was much closer or further than others of the same color and that helped.,The overall task was pretty difficult. I found the most challenging part to be when there were many blocks of the same color that I had to instruct the robot to pick up.,This was hard at times but I had a lot of fun. I feel the study itself was very well designed.,26,female,Pharmacy Technician,>20,Right,1,1,3,5,6,"No, I haven't encountered robots in person yet.",908
Pick up the yellow block that is touching sides with a green block.,Configuration_13_v2.png,robot,4,0:00:25.000316,After a few rounds I started using the other colored blocks to help me describe the location of the arrow block. Sometimes the specific block was much closer or further than others of the same color and that helped.,The overall task was pretty difficult. I found the most challenging part to be when there were many blocks of the same color that I had to instruct the robot to pick up.,This was hard at times but I had a lot of fun. I feel the study itself was very well designed.,26,female,Pharmacy Technician,>20,Right,1,1,3,5,6,"No, I haven't encountered robots in person yet.",908
Pick up the furthest green block.,Configuration_3_v2.png,robot,5,0:00:10.398651,After a few rounds I started using the other colored blocks to help me describe the location of the arrow block. Sometimes the specific block was much closer or further than others of the same color and that helped.,The overall task was pretty difficult. I found the most challenging part to be when there were many blocks of the same color that I had to instruct the robot to pick up.,This was hard at times but I had a lot of fun. I feel the study itself was very well designed.,26,female,Pharmacy Technician,>20,Right,1,1,3,5,6,"No, I haven't encountered robots in person yet.",908
Pick up the leftmost blue block.,Configuration_7_v1.png,robot,,0:00:12.542733,After a few rounds I started using the other colored blocks to help me describe the location of the arrow block. Sometimes the specific block was much closer or further than others of the same color and that helped.,The overall task was pretty difficult. I found the most challenging part to be when there were many blocks of the same color that I had to instruct the robot to pick up.,This was hard at times but I had a lot of fun. I feel the study itself was very well designed.,26,female,Pharmacy Technician,>20,Right,1,1,3,5,6,"No, I haven't encountered robots in person yet.",908
Pick up the closest blue block.,Configuration_11_v2.png,robot,5,0:00:08.206441,After a few rounds I started using the other colored blocks to help me describe the location of the arrow block. Sometimes the specific block was much closer or further than others of the same color and that helped.,The overall task was pretty difficult. I found the most challenging part to be when there were many blocks of the same color that I had to instruct the robot to pick up.,This was hard at times but I had a lot of fun. I feel the study itself was very well designed.,26,female,Pharmacy Technician,>20,Right,1,1,3,5,6,"No, I haven't encountered robots in person yet.",908
Pick up the yellow block.,Configuration_1_v1.png,robot,5,0:00:07.162168,After a few rounds I started using the other colored blocks to help me describe the location of the arrow block. Sometimes the specific block was much closer or further than others of the same color and that helped.,The overall task was pretty difficult. I found the most challenging part to be when there were many blocks of the same color that I had to instruct the robot to pick up.,This was hard at times but I had a lot of fun. I feel the study itself was very well designed.,26,female,Pharmacy Technician,>20,Right,1,1,3,5,6,"No, I haven't encountered robots in person yet.",908
Pick up the green block that is only touching the orange block.,Configuration_6_v2.png,robot,2,0:00:21.462108,After a few rounds I started using the other colored blocks to help me describe the location of the arrow block. Sometimes the specific block was much closer or further than others of the same color and that helped.,The overall task was pretty difficult. I found the most challenging part to be when there were many blocks of the same color that I had to instruct the robot to pick up.,This was hard at times but I had a lot of fun. I feel the study itself was very well designed.,26,female,Pharmacy Technician,>20,Right,1,1,3,5,6,"No, I haven't encountered robots in person yet.",908
Pick up the blue block behind the middle one that's closest to you.,Configuration_2_v2.png,robot,1,0:00:35.798572,After a few rounds I started using the other colored blocks to help me describe the location of the arrow block. Sometimes the specific block was much closer or further than others of the same color and that helped.,The overall task was pretty difficult. I found the most challenging part to be when there were many blocks of the same color that I had to instruct the robot to pick up.,This was hard at times but I had a lot of fun. I feel the study itself was very well designed.,26,female,Pharmacy Technician,>20,Right,1,1,3,5,6,"No, I haven't encountered robots in person yet.",908
Pick up the block closest to you on the right.,Configuration_3_v1.png,human,2,0:00:14.041807,Just putting myself in their shoes.,"Quite challenging, but very fun nonetheless. ",Very fun!,23,female,Nanny,15-20,Right,1,1,1,7,6,Nope,909
"On the right side, count 3 blocks ahead of the one closest to you",Configuration_4_v1.png,human,3,0:00:20.065403,Just putting myself in their shoes.,"Quite challenging, but very fun nonetheless. ",Very fun!,23,female,Nanny,15-20,Right,1,1,1,7,6,Nope,909
"On your left hand side, count 2 blocks, then grab the one immediately after it.",Configuration_13_v2.png,human,3,0:00:57.556111,Just putting myself in their shoes.,"Quite challenging, but very fun nonetheless. ",Very fun!,23,female,Nanny,15-20,Right,1,1,1,7,6,Nope,909
"To your right, grab the block closest to you that is crooked.",Configuration_10_v2.png,human,3,0:00:14.738136,Just putting myself in their shoes.,"Quite challenging, but very fun nonetheless. ",Very fun!,23,female,Nanny,15-20,Right,1,1,1,7,6,Nope,909
There is a circle of blocks. Grab the one at the top that is farthest ahead of you.,Configuration_8_v2.png,human,4,0:00:17.223017,Just putting myself in their shoes.,"Quite challenging, but very fun nonetheless. ",Very fun!,23,female,Nanny,15-20,Right,1,1,1,7,6,Nope,909
"There is a bunch of blocks together. At the top, grab the one at the most top in the middle.",Configuration_5_v2.png,human,4,0:00:25.312696,Just putting myself in their shoes.,"Quite challenging, but very fun nonetheless. ",Very fun!,23,female,Nanny,15-20,Right,1,1,1,7,6,Nope,909
"To your right, count 2 blocks, then grab the one immediately after it.",Configuration_4_v2.png,human,4,0:00:35.473635,Just putting myself in their shoes.,"Quite challenging, but very fun nonetheless. ",Very fun!,23,female,Nanny,15-20,Right,1,1,1,7,6,Nope,909
"There is a bunch of blocks together. At the top, grab the one immediately to the left of the ut-most top.",Configuration_12_v1.png,human,4,0:00:18.221164,Just putting myself in their shoes.,"Quite challenging, but very fun nonetheless. ",Very fun!,23,female,Nanny,15-20,Right,1,1,1,7,6,Nope,909
"There is a circle of blocks. Grab not the one at the most top, but the one to the right of it.",Configuration_8_v1.png,human,4,0:00:21.450855,Just putting myself in their shoes.,"Quite challenging, but very fun nonetheless. ",Very fun!,23,female,Nanny,15-20,Right,1,1,1,7,6,Nope,909
There is a block farthest to your right. Grab the one diagonally to the left of it.,Configuration_11_v2.png,human,3,0:00:19.038077,Just putting myself in their shoes.,"Quite challenging, but very fun nonetheless. ",Very fun!,23,female,Nanny,15-20,Right,1,1,1,7,6,Nope,909
"To the right of you, grab the block at the utmost top to the right.",Configuration_1_v1.png,human,4,0:00:41.512523,Just putting myself in their shoes.,"Quite challenging, but very fun nonetheless. ",Very fun!,23,female,Nanny,15-20,Right,1,1,1,7,6,Nope,909
"To your left, count 2 blocks then grab the one immediately after it.",Configuration_3_v2.png,human,4,0:00:53.337998,Just putting myself in their shoes.,"Quite challenging, but very fun nonetheless. ",Very fun!,23,female,Nanny,15-20,Right,1,1,1,7,6,Nope,909
"To your left, grab the closest box after the first",Configuration_2_v2.png,human,1,0:01:07.342543,Just putting myself in their shoes.,"Quite challenging, but very fun nonetheless. ",Very fun!,23,female,Nanny,15-20,Right,1,1,1,7,6,Nope,909
"The box at the utmost top, grab the one immediately to the left of it.",Configuration_5_v1.png,human,4,0:00:16.006642,Just putting myself in their shoes.,"Quite challenging, but very fun nonetheless. ",Very fun!,23,female,Nanny,15-20,Right,1,1,1,7,6,Nope,909
Pick up the green block farthest away from you.,Configuration_9_v2.png,robot,5,0:00:20.262257,I had no particular strategy in mind.,The most difficult was trying to distinguish blocks of the same color.,,27,female,X-Ray Tech,15-20,Right,1,1,1,3,1,I went to a Science Fair with remote control robots.,922
Pick up the yellow block to the right of the blue block on the left side.,Configuration_4_v1.png,robot,2,0:00:31.956448,I had no particular strategy in mind.,The most difficult was trying to distinguish blocks of the same color.,,27,female,X-Ray Tech,15-20,Right,1,1,1,3,1,I went to a Science Fair with remote control robots.,922
Pick up the blue block farthest away from you.,Configuration_11_v2.png,robot,5,0:00:14.618520,I had no particular strategy in mind.,The most difficult was trying to distinguish blocks of the same color.,,27,female,X-Ray Tech,15-20,Right,1,1,1,3,1,I went to a Science Fair with remote control robots.,922
Pick up the yellow block  to the left of the green block farthest from you.,Configuration_13_v2.png,robot,2,0:00:47.858242,I had no particular strategy in mind.,The most difficult was trying to distinguish blocks of the same color.,,27,female,X-Ray Tech,15-20,Right,1,1,1,3,1,I went to a Science Fair with remote control robots.,922
Pick up the green block on your right.,Configuration_3_v2.png,robot,5,0:00:21.336420,I had no particular strategy in mind.,The most difficult was trying to distinguish blocks of the same color.,,27,female,X-Ray Tech,15-20,Right,1,1,1,3,1,I went to a Science Fair with remote control robots.,922
Pick up the 2nd green block on the right of the middle blue block on the left side.,Configuration_8_v1.png,robot,1,0:00:54.131254,I had no particular strategy in mind.,The most difficult was trying to distinguish blocks of the same color.,,27,female,X-Ray Tech,15-20,Right,1,1,1,3,1,I went to a Science Fair with remote control robots.,922
Pick up the blue block under the green block farthest away from you.,Configuration_14_v2.png,robot,3,0:00:25.423152,I had no particular strategy in mind.,The most difficult was trying to distinguish blocks of the same color.,,27,female,X-Ray Tech,15-20,Right,1,1,1,3,1,I went to a Science Fair with remote control robots.,922
Pick up the blue block 2nd closest to you.,Configuration_12_v1.png,robot,2,0:00:28.676438,I had no particular strategy in mind.,The most difficult was trying to distinguish blocks of the same color.,,27,female,X-Ray Tech,15-20,Right,1,1,1,3,1,I went to a Science Fair with remote control robots.,922
Pick up the blue block on your right side.,Configuration_7_v1.png,robot,5,0:00:13.876206,I had no particular strategy in mind.,The most difficult was trying to distinguish blocks of the same color.,,27,female,X-Ray Tech,15-20,Right,1,1,1,3,1,I went to a Science Fair with remote control robots.,922
Pick up the 3rd blue block from your right.,Configuration_2_v2.png,robot,4,0:00:31.839254,I had no particular strategy in mind.,The most difficult was trying to distinguish blocks of the same color.,,27,female,X-Ray Tech,15-20,Right,1,1,1,3,1,I went to a Science Fair with remote control robots.,922
Pick up the 2nd green block from your left.,Configuration_6_v2.png,robot,4,0:01:45.537343,I had no particular strategy in mind.,The most difficult was trying to distinguish blocks of the same color.,,27,female,X-Ray Tech,15-20,Right,1,1,1,3,1,I went to a Science Fair with remote control robots.,922
Pick up the orange block farthest to your left.,Configuration_10_v1.png,robot,4,0:00:21.716637,I had no particular strategy in mind.,The most difficult was trying to distinguish blocks of the same color.,,27,female,X-Ray Tech,15-20,Right,1,1,1,3,1,I went to a Science Fair with remote control robots.,922
Pick up the orange block farthest away from you.,Configuration_5_v1.png,robot,3,0:00:18.153358,I had no particular strategy in mind.,The most difficult was trying to distinguish blocks of the same color.,,27,female,X-Ray Tech,15-20,Right,1,1,1,3,1,I went to a Science Fair with remote control robots.,922
Pick up the yellow block.,Configuration_1_v1.png,robot,5,0:00:14.163897,I had no particular strategy in mind.,The most difficult was trying to distinguish blocks of the same color.,,27,female,X-Ray Tech,15-20,Right,1,1,1,3,1,I went to a Science Fair with remote control robots.,922
pick up the third blue block from your left,Configuration_2_v2.png,robot,4,0:00:39.615839,I went with describing how far away it was.,Somewhat easy.,I love you,28,male,mturker,>20,Left,1,1,1,6,4,no,926
pick up the farthest away green block,Configuration_3_v2.png,robot,4,0:00:17.516958,I went with describing how far away it was.,Somewhat easy.,I love you,28,male,mturker,>20,Left,1,1,1,6,4,no,926
pick up the middle green block in the line of three green blocks,Configuration_8_v1.png,robot,2,0:00:25.710423,I went with describing how far away it was.,Somewhat easy.,I love you,28,male,mturker,>20,Left,1,1,1,6,4,no,926
pick up the green block that is in the middle of 2 pairs of green blocks,Configuration_6_v1.png,robot,1,0:00:24.654286,I went with describing how far away it was.,Somewhat easy.,I love you,28,male,mturker,>20,Left,1,1,1,6,4,no,926
pick up the blue block on the right hand side,Configuration_11_v2.png,robot,5,0:00:21.265980,I went with describing how far away it was.,Somewhat easy.,I love you,28,male,mturker,>20,Left,1,1,1,6,4,no,926
pick up the yellow block,Configuration_1_v1.png,robot,5,0:00:10.609704,I went with describing how far away it was.,Somewhat easy.,I love you,28,male,mturker,>20,Left,1,1,1,6,4,no,926
pick up the next to the farthest blue block,Configuration_12_v1.png,robot,3,0:00:19.548766,I went with describing how far away it was.,Somewhat easy.,I love you,28,male,mturker,>20,Left,1,1,1,6,4,no,926
pick up the yellow block that is touching both a green block and a yellow block,Configuration_13_v2.png,robot,2,0:00:33.531205,I went with describing how far away it was.,Somewhat easy.,I love you,28,male,mturker,>20,Left,1,1,1,6,4,no,926
Pick up the farthest away green block,Configuration_9_v1.png,robot,3,0:00:13.371424,I went with describing how far away it was.,Somewhat easy.,I love you,28,male,mturker,>20,Left,1,1,1,6,4,no,926
Pick up the yellow block that is being touched by two other yellow blocks and a blue block,Configuration_4_v1.png,robot,1,0:00:25.600573,I went with describing how far away it was.,Somewhat easy.,I love you,28,male,mturker,>20,Left,1,1,1,6,4,no,926
Pick up the farthest away orange block,Configuration_5_v1.png,robot,4,0:00:19.491344,I went with describing how far away it was.,Somewhat easy.,I love you,28,male,mturker,>20,Left,1,1,1,6,4,no,926
Pick up the next to farthest away green block,Configuration_7_v2.png,robot,4,0:00:16.802781,I went with describing how far away it was.,Somewhat easy.,I love you,28,male,mturker,>20,Left,1,1,1,6,4,no,926
pick up the farthest away orange block,Configuration_10_v1.png,robot,5,0:00:12.095323,I went with describing how far away it was.,Somewhat easy.,I love you,28,male,mturker,>20,Left,1,1,1,6,4,no,926
pick up rightmost blue block,Configuration_14_v1.png,robot,4,0:00:18.298944,I went with describing how far away it was.,Somewhat easy.,I love you,28,male,mturker,>20,Left,1,1,1,6,4,no,926
The left of the two blue blocks the furthest away from you.,Configuration_12_v1.png,human,2,0:00:42.082870,"I made sure to say right and left in relation to THEIR view, not mine","some were really easy, some challenging. the challenging ones had a bunch of the same colored block with the targeted block in center of them",,30,female,homemaker,15-20,Right,1,1,1,2,2,no not really,927
The left most orange block.,Configuration_10_v1.png,human,5,0:00:17.742555,"I made sure to say right and left in relation to THEIR view, not mine","some were really easy, some challenging. the challenging ones had a bunch of the same colored block with the targeted block in center of them",,30,female,homemaker,15-20,Right,1,1,1,2,2,no not really,927
the green block that is the closest to me,Configuration_3_v2.png,human,5,0:00:15.348818,"I made sure to say right and left in relation to THEIR view, not mine","some were really easy, some challenging. the challenging ones had a bunch of the same colored block with the targeted block in center of them",,30,female,homemaker,15-20,Right,1,1,1,2,2,no not really,927
the green block that is the furthest to your left,Configuration_7_v2.png,human,4,0:00:17.394243,"I made sure to say right and left in relation to THEIR view, not mine","some were really easy, some challenging. the challenging ones had a bunch of the same colored block with the targeted block in center of them",,30,female,homemaker,15-20,Right,1,1,1,2,2,no not really,927
see the row of yellow blocks on your right? the second one from the top,Configuration_4_v1.png,human,1,0:00:54.259491,"I made sure to say right and left in relation to THEIR view, not mine","some were really easy, some challenging. the challenging ones had a bunch of the same colored block with the targeted block in center of them",,30,female,homemaker,15-20,Right,1,1,1,2,2,no not really,927
the blue block that is the closest to you,Configuration_11_v2.png,human,5,0:00:11.272263,"I made sure to say right and left in relation to THEIR view, not mine","some were really easy, some challenging. the challenging ones had a bunch of the same colored block with the targeted block in center of them",,30,female,homemaker,15-20,Right,1,1,1,2,2,no not really,927
the yellow block,Configuration_1_v1.png,human,5,0:00:06.663729,"I made sure to say right and left in relation to THEIR view, not mine","some were really easy, some challenging. the challenging ones had a bunch of the same colored block with the targeted block in center of them",,30,female,homemaker,15-20,Right,1,1,1,2,2,no not really,927
the middle row of green blocks. the green block that is in the center.,Configuration_8_v1.png,human,1,0:00:52.074883,"I made sure to say right and left in relation to THEIR view, not mine","some were really easy, some challenging. the challenging ones had a bunch of the same colored block with the targeted block in center of them",,30,female,homemaker,15-20,Right,1,1,1,2,2,no not really,927
the green block that is the third closest to you,Configuration_6_v1.png,human,3,0:00:18.171529,"I made sure to say right and left in relation to THEIR view, not mine","some were really easy, some challenging. the challenging ones had a bunch of the same colored block with the targeted block in center of them",,30,female,homemaker,15-20,Right,1,1,1,2,2,no not really,927
the green block that is the furthest from you,Configuration_9_v1.png,human,5,0:00:10.696239,"I made sure to say right and left in relation to THEIR view, not mine","some were really easy, some challenging. the challenging ones had a bunch of the same colored block with the targeted block in center of them",,30,female,homemaker,15-20,Right,1,1,1,2,2,no not really,927
the orange block that is the furthest from you,Configuration_5_v1.png,human,4,0:00:14.821960,"I made sure to say right and left in relation to THEIR view, not mine","some were really easy, some challenging. the challenging ones had a bunch of the same colored block with the targeted block in center of them",,30,female,homemaker,15-20,Right,1,1,1,2,2,no not really,927
the third blue block from your left,Configuration_2_v2.png,human,4,0:00:11.966669,"I made sure to say right and left in relation to THEIR view, not mine","some were really easy, some challenging. the challenging ones had a bunch of the same colored block with the targeted block in center of them",,30,female,homemaker,15-20,Right,1,1,1,2,2,no not really,927
the blue block furthest to your right,Configuration_14_v1.png,human,5,0:00:13.012553,"I made sure to say right and left in relation to THEIR view, not mine","some were really easy, some challenging. the challenging ones had a bunch of the same colored block with the targeted block in center of them",,30,female,homemaker,15-20,Right,1,1,1,2,2,no not really,927
the four yellow blocks in the center? it's the one in the top and to your left.,Configuration_13_v2.png,human,4,0:00:27.203768,"I made sure to say right and left in relation to THEIR view, not mine","some were really easy, some challenging. the challenging ones had a bunch of the same colored block with the targeted block in center of them",,30,female,homemaker,15-20,Right,1,1,1,2,2,no not really,927
